arrondissement,size,rooms,price,vue,gardien,calme,refait,ascenseur,terrasse,ancien,charmant,entretenu,magnifique,exclusivité,superbe,lumineux,beau,traversant,standing,hauteur,pierre,recent,pricem2
3,29.11,2,395000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13569.2202
4,25,1,342000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,13680
4,65.86,2,901000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13680.53447
11,23.11,2,316500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13695.36997
3,53.11,2,728000,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13707.39974
15,27.2,1,372952,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13711.47059
16,40.07,2,550000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13725.97954
4,41.1,2,565000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13746.95864
4,38.52,1,530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13759.08619
4,50.76,3,699000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13770.68558
7,6.12,1,85000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13888.88889
5,39.08,2,545000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13945.7523
5,70.24,3,990000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14094.53303
14,46,2,650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14130.43478
5,70.24,3,995000,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14165.71754
4,27.87,1,399000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14316.46932
5,20.87,1,300000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14374.70053
8,63,2,907300,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14401.5873
6,27,1,389000,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14407.40741
7,16.17,1,235000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,14533.08596
11,42.96,2,625000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,14548.41713
9,54.08,3,790000,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14607.98817
19,9.9,1,145000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14646.46465
5,17,1,249000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14647.05882
14,13.01,1,190800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14665.64181
6,40,2,590000,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,14750
7,22.64,2,334000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14752.65018
16,35.44,1,525000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14813.76975
15,11.26,1,167000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14831.2611
3,66.72,2,990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14838.1295
6,39.92,2,598000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14979.95992
8,43.85,2,657200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14987.45724
6,33.35,2,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14992.50375
16,27.63,1,417000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15092.29099
3,42.87,2,650000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15162.11803
8,50.07,2,760000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15178.74975
4,44.39,2,675000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,15206.12751
4,19.64,1,299000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15224.03259
6,37,1,565000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15270.27027
4,11.38,1,175000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15377.85589
3,34,2,525000,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15441.17647
1,33.7,2,530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15727.00297
19,22.88,1,364980,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15951.92308
18,10.03,1,160000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15952.14357
8,35.04,1,562000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16038.81279
4,45.53,3,736000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16165.16582
6,26.13,1,424000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16226.55951
4,44,2,714000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16227.27273
4,31.77,1,519400,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16348.75669
6,28.5,2,470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16491.22807
6,17.91,1,299000,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16694.58403
14,34.66,1,585000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16878.24582
14,34.66,2,585000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16878.24582
12,33.21,2,565000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17012.94791
7,12,1,216000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18000
6,19,1,357000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18789.47368
4,48.11,2,950000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19746.41447
4,48.11,2,950000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19746.41447
2,25.92,2,518000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19984.5679
